arabic_word,meaning_korean,meaning_primary,example_sentence,sentence_meaning,chapter,root,verb_form,pattern,level,source
أَمْءَدَ,,흔들리게 하다,أَمْءَدَتِ الرِّيحُ الشَّجَرَةَ.,바람이 나무를 흔들리게 했다.,,م-ء-د,4,أَفْعَلَ,4,verb_forms
أَمْبَرَ,,향 첨가,أَمْبَرَ الْعَطَّارُ الْخَلِيطَ.,조향사가 혼합물에 향을 첨가했다.,,م-ب-ر,4,أَفْعَلَ,4,verb_forms
أَمْتَجَ,,수출하다,أَمْتَجَتِ الشَّرِكَةُ الْمُنْتَجَاتِ إِلَى الْخَارِجِ.,회사는 제품을 해외로 수출했다.,,م-ت-ج,4,أَفْعَلَ,4,verb_forms
أَمْتَحَ,,물을 긷다,أَمْتَحَ الْبِئْرَ.,그는 우물에서 물을 긷게 했다.,,م-ت-ح,4,أَفْعَلَ,4,verb_forms
أَمْتَسَ,,악취를 풍기다,أَمْتَسَ الْكَذِبُ سُمْعَتَهُ.,거짓말이 그의 명성을 악취나게 했다.,,م-ت-س,4,أَفْعَلَ,4,verb_forms
أَمْتَعَ,,즐겁게 하다,أَمْتَعَ الْفَنَّانُ الْجُمْهُورَ بِأُغْنِيَتِهِ.‎,그 예술가는 그의 노래로 관객들을 즐겁게 했다.,,م-ت-ع,4,أَفْعَلَ,4,verb_forms
أَمْتَقَ,,가학하다,أَمْتَقَ الجَلَّادُ المُتَّهَمَ.,사형 집행인이 피고인을 고문했다.,,م-ت-ق,4,أَفْعَلَ,4,verb_forms
أَمْثَلَ,,예시하다,أَمْثَلَ الْقَائِدُ بِشَجَاعَتِهِ.‎,지휘관은 그의 용기로 모범을 보였다.,,م-ث-ل,4,أَفْعَلَ,4,verb_forms
أَمْجَتَ,,혐오스럽게 만들다,أَمْجَتِ الْحَرَارَةُ الطَّعَامَ.,더위가 음식을 혐오스럽게 만들었다.,,م-ج-ت,4,أَفْعَلَ,4,verb_forms
أَمْجَسَ,,더럽히다,أَمْجَسَ الْخَطِيئَةُ قَلْبَهُ. (ʾamjasa al-khaṭīʾatu qalbahu.),죄가 그의 마음을 더럽혔다.,,م-ج-س,4,أَفْعَلَ,4,verb_forms
أَمْحَطَ,,황폐하게 하다,أَمْحَطَ الْجَفَافُ الْأَرْضَ.,가뭄이 땅을 황폐하게 만들었다.,,م-ح-ط,4,أَفْعَلَ,4,verb_forms
أَمْحَمَ,,불쾌하게 하다,أَمْحَمَهُ رَائِحَةُ الدُّخَانِ.,담배 냄새가 그를 불쾌하게 만들었다.,,م-ح-م,4,أَفْعَلَ,4,verb_forms
أَمْدَةَ,,연장하다,أَمْدَ اللهُ فِي عُمْرِكَ.‎,알라께서 당신의 수명을 연장하시기를.,,م-د-ة,4,أَفْعَلَ,4,verb_forms
أَمْدَرَ,,취하게 하다,أَمْدَرَهُ الْخَمْرُ.,술이 그를 취하게 했다.,,م-د-ر,4,أَفْعَلَ,4,verb_forms
أَمْدَنَ,,도시화하다,أَمْدَنَ الحَاكِمُ القَرْيَةَ.,통치자는 그 마을을 도시화했다.,,م-د-ن,4,أَفْعَلَ,4,verb_forms
أَمْرَتَ,,지시하다,أَمَرْتُهُ بِالذَّهَابِ إِلَى الْمَكْتَبَةِ.,나는 그에게 도서관에 가라고 지시했다.,,م-ر-ت,4,أَفْعَلَ,4,verb_forms
أَمْرَسَ,,숙련시키다,أَمْرَسَ الْمُدَرِّبُ الْمُتَدَرِّبِينَ عَلَى التَّقْنِيَّاتِ الْحَدِيثَةِ.,코치는 연수생들을 최신 기술에 숙련시켰다.,,م-ر-س,4,أَفْعَلَ,4,verb_forms
أَمْرَكَ,,미국화하다,أَمْرَكَتِ الشَّرِكَةُ أُسْلُوبَ إِدَارَتِهَا.,그 회사는 경영 방식을 미국화했다.,,م-ر-ك,4,أَفْعَلَ,4,verb_forms
أَمْسَتَ,,저녁이 되다,أَمْسَتِ ٱلْمَدِينَةُ مُظْلِمَةً,도시가 어두워졌다 (저녁이 되어 도시가 어두워졌다).,,م-س-ت,4,أَفْعَلَ,4,verb_forms
أَمْسَجَ,,혼합하다,أَمْسَجَ الشَّرَابَ بِالْمَاءِ.‎,그는 음료를 물과 혼합했다.,,م-س-ج,4,أَفْعَلَ,4,verb_forms
أَمْشَجَ,,혼합하다,أَمْشَجَ الْخَائِفُ الْأَوْرَاقَ.,두려워하는 사람이 서류들을 뒤섞었다.,,م-ش-ج,4,أَفْعَلَ,4,verb_forms
أَمْشَهَ,,걷게 하다,أَمْشَهَ الطَّبِيبُ المَرِيضَ فِي الحَدِيقَةِ.‎,의사는 환자를 공원에서 걷게 했다.,,م-ش-ه,4,أَفْعَلَ,4,verb_forms
أَمْصَرَ,,도시를 건설하다,أَمْصَرَ الْقَائِدُ جُنُودَهُ فِي الْمَدِينَةِ الْجَدِيدَةِ.,지휘관은 새로운 도시에 그의 군인들을 정착시켰다.,,م-ص-ر,4,أَفْعَلَ,4,verb_forms
أَمْصَطَ,,밀어넣다,أَمْصَطَ الرَّاعِي الْغُصْنَ فِي الْأَرْضِ.,목동은 땅에 나뭇가지를 밀어 넣었다.,,م-ص-ط,4,أَفْعَلَ,4,verb_forms
أَمْصَنَ,,주조하다,أَمْصَنَ الْحَدَّادُ الْبَابَ.,대장장이는 문을 주조했다.,,م-ص-ن,4,أَفْعَلَ,4,verb_forms
أَمْطَعَ,,기쁘게 하다,أَمْطَعَ الْفَنَّانُ الْجُمْهُورَ بِعَرْضِهِ.‎,예술가는 그의 공연으로 대중을 기쁘게 했다.,,م-ط-ع,4,أَفْعَلَ,4,verb_forms
أَمْظَفَ,,고용하다,أَمْظَفَتِ الشَّرِكَةُ مُهَنْدِسًا جَدِيدًا.,그 회사는 새로운 엔지니어를 고용했다.,,م-ظ-ف,4,أَفْعَلَ,4,verb_forms
أَمْعَتَ,,구토하게 하다,أَمْعَتْهُ رَائِحَةُ الدُّخَّانِ.,담배 냄새가 그를 구토하게 만들었다.,,م-ع-ت,4,أَفْعَلَ,4,verb_forms
أَمْعَرَ,,불모가 되게 하다,أَمْعَرَ الْجَفَافُ الْأَرْضَ.,가뭄이 땅을 불모지로 만들었다.,,م-ع-ر,4,أَفْعَلَ,4,verb_forms
أَمْفَضَ,,비우다,أَمْفَضَ الْجَيْشُ الْخَزَائِنَ. ,군대는 창고를 비웠다.,,م-ف-ض,4,أَفْعَلَ,4,verb_forms
أَمْفَقَ,,쓰다,أَمْفَقَ الرَّجُلُ مَالًا كَثِيرًا عَلَى مَشْرُوعِهِ.‎,그 남자는 자신의 프로젝트에 많은 돈을 썼다.,,م-ف-ق,4,أَفْعَلَ,4,verb_forms
أَمْقَبَ,,제공하다,أَمْقَبَ الْحَاكِمُ الشَّعْبَ بِالْخَيْرَاتِ.,통치자는 백성에게 풍요를 제공했다.,,م-ق-ب,4,أَفْعَلَ,4,verb_forms
أَمْكَةَ,,가능하게 하다,أَمْكَنَ اللهُ العُلَمَاءَ مِنَ التَّوَصُّلِ إِلَى الْعِلْمِ.,알라께서는 학자들이 지식에 도달하는 것을 가능하게 하셨다.,,م-ك-ة,4,أَفْعَلَ,4,verb_forms
أَمْكَتَ,,침묵시키다,أَمْكَتَ الْحُكُومَةُ الْمُعَارِضِينَ.‎,정부는 반대자들을 침묵시켰다.,,م-ك-ت,4,أَفْعَلَ,4,verb_forms
أَمْكَلَ,,가능하게 하다,أَمْكَلَ اللَّهُ لَهُ السَّفَرَ. ,알라께서 그에게 여행을 가능하게 하셨다.,,م-ك-ل,4,أَفْعَلَ,4,verb_forms
أَمْكَنَ,,가능하게 하다,أَمْكَنَ اللهُ الْمُؤْمِنِينَ مِنَ النَّصْرِ.,알라께서는 신자들에게 승리를 가능하게 하셨다.,,م-ك-ن,4,أَفْعَلَ,4,verb_forms
أَمْلَعَ,,대머리로 만들다,أَمْلَعَ الدَّوَاءُ رَأْسَهُ.,그 약이 그의 머리를 대머리로 만들었다.,,م-ل-ع,4,أَفْعَلَ,4,verb_forms
أَمْمََ,,주도하다,أَمَّ الْمُصَلِّينَ فِي الْمَسْجِدِ. ,그는 모스크에서 예배자들을 이끌었다.,,م-م-,4,أَفْعَلَ,4,verb_forms
أَمْنَحَ,,수여하다,أَمْنَحُكَ جَائِزَةً لِتَفَوُّقِكَ.,당신의 우수함에 대해 상을 수여합니다.,,م-ن-ح,4,أَفْعَلَ,4,verb_forms
أَمْنَعَ,,금지하다,أَمْنَعُكَ مِنَ السَّفَرِ.‎,나는 네가 여행하는 것을 금지한다.,,م-ن-ع,4,أَفْعَلَ,4,verb_forms
أَمْنَهَ,,믿게 하다,آمنتُ بالله,나는 하나님을 믿습니다.,,م-ن-ه,4,أَفْعَلَ,4,verb_forms
أَمْهَرَ,,지참금을 주다,أَمْهَرَ الزَّوْجُ زَوْجَتَهُ مَهْرًا كَبِيرًا.,남편은 아내에게 큰 지참금을 주었다.,,م-ه-ر,4,أَفْعَلَ,4,verb_forms
أَمْهَنَ,,종속시키다,أَمْهَنَهُ أَمَامَ الْجَمِيعِ.,그는 모든 사람 앞에서 그를 종속시켰다/경멸했다.,,م-ه-ن,4,أَفْعَلَ,4,verb_forms
أَنْ َلَ,,주다,أَنْزَلَ اللهُ الْمَاءَ مِنَ السَّمَاءِ.,알라께서 하늘에서 물을 내리셨다.,,ن- -ل,4,أَفْعَلَ,4,verb_forms
أَنْتَخَ,,선출하다,أَنْتَخَبَ الشَّعْبُ رَئِيسًا جَدِيدًا.,국민들은 새로운 대통령을 선출했다.,,ن-ت-خ,4,أَفْعَلَ,4,verb_forms
أَنْتَشَ,,뽑아내다,أَنْتَشَ الْجَذْرَ مِنَ الْأَرْضِ,그는 땅에서 뿌리를 뽑아냈다.,,ن-ت-ش,4,أَفْعَلَ,4,verb_forms
أَنْتَظَ,,고대하다,أَنْتَظِرُ رِسَالَتَكَ بِفَارِغِ الصَّبْرِ.,당신의 편지를 몹시 기다립니다.,,ن-ت-ظ,4,أَفْعَلَ,4,verb_forms
أَنْتَقَ,,말하게 하다,أَنْطَقَهُ اللهُ بِالْحَقِّ.,알라께서 그를 진실을 말하게 하셨다.,,ن-ت-ق,4,أَفْعَلَ,4,verb_forms
أَنْتَمَ,,악취를 풍기다,أَنْتَمَ الْجُرْحُ,상처에서 악취가 풍겼다.,,ن-ت-م,4,أَفْعَلَ,4,verb_forms
أَنْتَهَ,,끝내다,أَنْهَيْتُ الْعَمَلَ.,나는 일을 끝냈다.,,ن-ت-ه,4,أَفْعَلَ,4,verb_forms
أَنْجَحَ,,성공시키다,أَنْجَحَ الْمُعَلِّمُ الطَّالِبَ.‎,선생님이 학생을 합격시켰다.,,ن-ج-ح,4,أَفْعَلَ,4,verb_forms
أَنْحَلَ,,마르게 하다,أَنْحَلَهُ الْمَرَضُ.,병이 그를 마르게 했다.,,ن-ح-ل,4,أَفْعَلَ,4,verb_forms
أَنْحَنَ,,구부리다,أَنْحَنَ الرَّجُلُ رَأْسَهُ احْتِرَامًا.,남자는 존경의 표시로 머리를 숙였다.,,ن-ح-ن,4,أَفْعَلَ,4,verb_forms
أَنْدَقَ,,파괴하다,أَنْدَقَ الزِّلْزَالُ الْمَدِينَةَ.,지진이 도시를 파괴했다.,,ن-د-ق,4,أَفْعَلَ,4,verb_forms
أَنْزَعَ,,제거하다,أَنْزَعَ ٱللهُ عَنْهُ ٱلسُّلْطَانَ.,알라께서 그에게서 권력을 빼앗으셨다.,,ن-ز-ع,4,أَفْعَلَ,4,verb_forms
أَنْزَلَ,,내리다,أَنْزَلَ اللَّهُ الْقُرْآنَ عَلَى مُحَمَّدٍ.,알라께서 무함마드에게 코란을 계시하셨다.,,ن-ز-ل,4,أَفْعَلَ,4,verb_forms
أَنْسَبَ,,기인시키다,أَنْسَبَ الشَّاعِرُ القَصِيدَةَ إِلَى الحُبِّ.‎,시인은 그 시를 사랑에 기인시켰다.,,ن-س-ب,4,أَفْعَلَ,4,verb_forms
أَنْشَرَ,,부활시키다,أَنْشَرَ اللهُ الْمَوْتَىٰ يَوْمَ الْقِيَامَةِ,알라께서는 심판의 날에 죽은 자들을 부활시키실 것이다.,,ن-ش-ر,4,أَفْعَلَ,4,verb_forms
أَنْصَرَ,,돕다,أَنْصَرَ اللَّهُ الْمُؤْمِنِينَ. (ʾanṣara-llāhu l-muʾminīn),알라께서 믿는 자들을 도우셨다.,,ن-ص-ر,4,أَفْعَلَ,4,verb_forms
أَنْصَفَ,,공정하게 대하다,أَنْصَفَ القَاضِي المَظْلُومَ. ,판사는 억울한 사람을 공정하게 대했다.,,ن-ص-ف,4,أَفْعَلَ,4,verb_forms
أَنْضَمَ,,가입시키다,أَنْضَمَ الْمُدِيرُ الْمُوَظَّفِينَ الْجُدُدَ إِلَى الْفَرِيقِ.‎,부장은 새로운 직원들을 팀에 가입시켰다.,,ن-ض-م,4,أَفْعَلَ,4,verb_forms
أَنْطَقَ,,말하게 하다,أَنْطَقَهُ اللّٰهُ بِالْحَقِّ,알라께서 그를 진실을 말하게 하셨다.,,ن-ط-ق,4,أَفْعَلَ,4,verb_forms
أَنْظَرَ,,유예하다,أَنْظَرَهُ الدَّائِنُ لِيَسْتَطِيعَ سَدَادَ الدَّيْنِ.,채권자는 그가 빚을 갚을 수 있도록 그에게 유예 기간을 주었다.,,ن-ظ-ر,4,أَفْعَلَ,4,verb_forms
أَنْعَقَ,,소리치다,أَنْعَقَ الْغُرَابُ عَلَى الشَّجَرَةِ.,까마귀가 나무 위에서 소리쳤다.,,ن-ع-ق,4,أَفْعَلَ,4,verb_forms
أَنْفَسَ,,값비싸게 하다,أنفَسَ التَّاجِرُ بِالسِّلْعَةِ.,"상인은 상품을 비싸게 팔았다. (또는, 상인은 상품을 아꼈다/귀하게 여겼다.)",,ن-ف-س,4,أَفْعَلَ,4,verb_forms
أَنْقَطَ,,점찍다,أَنْقَطَ الرَّسَّامُ اللَّوْحَةَ.,화가가 그림에 점을 찍었다.,,ن-ق-ط,4,أَفْعَلَ,4,verb_forms
أَنْقَلَ,,옮기다,أَنْقَلَ الصُّورَةَ إِلَى الْحَاسُوبِ.‎,그는 사진을 컴퓨터로 옮겼다.,,ن-ق-ل,4,أَفْعَلَ,4,verb_forms
أَنْكَسَ,,뒤집다,أَنْكَسَ الْعَلَمَ حُزْنًا عَلَى الْخَسَارَةِ.,그는 패배에 대한 슬픔으로 깃발을 거꾸로 뒤집었다.,,ن-ك-س,4,أَفْعَلَ,4,verb_forms
أَنْلَتَ,,내어주다,أَنْلَتْهُ الجَائِزَةَ.,그녀는 그에게 상을 내어주었다.,,ن-ل-ت,4,أَفْعَلَ,4,verb_forms
أَنْمَتَ,,성장시키다,أَنْمَتِ الشَّرِكَةُ أَرْبَاحَهَا.,회사는 그들의 이익을 성장시켰다/늘렸다.,,ن-م-ت,4,أَفْعَلَ,4,verb_forms
أَنْهَجَ,,길을 내다,أَنْهَجَ الْعُلَمَاءُ طَرِيقَ الْعِلْمِ لِلْأَجْيَالِ الْقَادِمَةِ.,학자들은 미래 세대를 위해 과학의 길을 열었습니다.,,ن-ه-ج,4,أَفْعَلَ,4,verb_forms
أَنْهَضَ,,일으키다,أَنْهَضْتُ الْوَلَدَ مِنَ النَّوْمِ.,나는 아이를 잠에서 깨웠다.,,ن-ه-ض,4,أَفْعَلَ,4,verb_forms
أَنْهَيَ,,끝내다,أَنْهَيْتُ الْعَمَلَ الْيَوْمَ.‎,나는 오늘 일을 끝냈다.,,ن-ه-ي,4,أَفْعَلَ,4,verb_forms
أَنْوَمَ,,재우다,أَنْوَمْتُ الطِّفْلَ مُبَكِّرًا.,나는 아이를 일찍 재웠다.,,ن-و-م,4,أَفْعَلَ,4,verb_forms
أَهْءَلَ,,준비시키다,أَهْءَلَ الْمُدِيرُ الْمُوَظَّفَ لِلْاجْتِمَاعِ.,부장은 직원을 회의에 대비시켰다.,,ه-ء-ل,4,أَفْعَلَ,4,verb_forms
أَهْبَنَ,,겁쟁이로 만들다,أَهْبَنَهُ الخَوْفُ.,두려움이 그를 겁쟁이로 만들었다.,,ه-ب-ن,4,أَفْعَلَ,4,verb_forms
أَهْتَفَ,,환호하다,أَهْتَفَ الْجُمْهُورُ بِاسْمِ الْفَرِيقِ.,관중들은 팀의 이름을 환호했다.,,ه-ت-ف,4,أَفْعَلَ,4,verb_forms
أَهْتَمَ,,관심을 가지다,أَهْتَمُّ بِدِرَاسَتِي كَثِيرًا.‎,나는 내 공부에 매우 관심을 가진다.,,ه-ت-م,4,أَفْعَلَ,4,verb_forms
أَهْجَتَ,,밤에 걷다,أَهْجَتِ الْقَافِلَةُ فِي الصَّحْرَاءِ.,그 대상 행렬은 사막에서 밤에 걸었다.,,ه-ج-ت,4,أَفْعَلَ,4,verb_forms
أَهْدَءَ,,진정시키다,أَهْدَأَ الطِّفْلَ بِقِصَّةٍ. (ʾahdaʾa al-ṭifla bi-qiṣṣatin),그는 이야기로 아이를 진정시켰다.,,ه-د-ء,4,أَفْعَلَ,4,verb_forms
أَهْذَنَ,,쏟아지게 하다,أَهْذَنَ الْمَطَرُ السَّمَاءَ.,비가 하늘에서 쏟아지게 했다.,,ه-ذ-ن,4,أَفْعَلَ,4,verb_forms
أَهْرَمَ,,노쇠하게 하다,أَهْرَمَتْهُ الْحُرُوبُ.,전쟁이 그를 노쇠하게 만들었다.,,ه-ر-م,4,أَفْعَلَ,4,verb_forms
أَهْضَةَ,,위축시키다,أَهْضَةَ الْخَوْفُ عَزِيمَتَهُ.,두려움이 그의 결의를 위축시켰다.,,ه-ض-ة,4,أَفْعَلَ,4,verb_forms
أَهْمَلَ,,소홀히 하다,أَهْمَلَ الطَّالِبُ دُرُوسَهُ,그 학생은 그의 공부를 소홀히 했다.,,ه-م-ل,4,أَفْعَلَ,4,verb_forms
أَهْنَتَ,,멸시하다,أَهْنَتْهُ بِكَلِمَاتٍ قَاسِيَةٍ.,그녀는 가혹한 말로 그를 멸시했다.,,ه-ن-ت,4,أَفْعَلَ,4,verb_forms
أَهْنَدَ,,인도화하다,أَهْنَدَ الْمُصَمِّمُ الدِّيكُورَ.,디자이너가 실내 장식을 인도풍으로 만들었다.,,ه-ن-د,4,أَفْعَلَ,4,verb_forms
أَوْجَدَ,,존재하게 하다,أَوْجَدَ اللهُ الْكَوْنَ.,알라께서 우주를 창조하셨다.,,و-ج-د,4,أَفْعَلَ,4,verb_forms
أَوْصَلَ,,전달하다,أَوْصَلْتُ الرِّسَالَةَ إِلَى الْمُدِيرِ. ,나는 편지를 이사에게 전달했다.,,و-ص-ل,4,أَفْعَلَ,4,verb_forms
أَوْقَفَ,,멈추다,أَوْقَفَ الشُّرْطِيُّ السَّيَّارَةَ.‎,경찰관이 차를 멈추게 했다.,,و-ق-ف,4,أَفْعَلَ,4,verb_forms
أَْجَبَ,,대답하다,أَجَابَ الْمُتَّهَمُ عَلَى السُّؤَالِ بِوُضُوحٍ.,피고는 질문에 명확하게 대답했다.,,-ج-ب,4,أَفْعَلَ,4,verb_forms
أَْزَلَ,,내리다,أَنْزَلَ اللَّهُ الْمَاءَ مِنَ السَّمَاءِ,알라께서 하늘에서 물을 내리셨다.,,-ز-ل,4,أَفْعَلَ,4,verb_forms
أَْمَكَ,,가능하게 하다,أَمْكَنَ اللهُ المُؤْمِنَ مِنَ النَّصْرِ.,알라께서 신자에게 승리를 가능하게 하셨다.,,-م-ك,4,أَفْعَلَ,4,verb_forms
تَءَاثَرَ,,서로 영향을 주다,تَآثَرَ الْفَنَّانَانِ بِأَعْمَالِ بَعْضِهِمَا.,두 예술가는 서로의 작품에 영향을 받았다.,,ء-ث-ر,6,تَفَاعَلَ,4,verb_forms
تَءَثَّرَ,,영향받다,تَأَثَّرَ الْوَلَدُ بِقِصَّةِ الْجَدَّةِ.,아이는 할머니의 이야기에 감동받았다.,,ء-ث-ر,5,تَفَعَّلَ,4,verb_forms
تَأَاخَذَ,,서로 잡다,تَأَاخَذَ الْخَصْمَانِ بِالأَعْنَاقِ.,두 적은 서로의 목을 잡았다.,,أ-خ-ذ,6,تَفَاعَلَ,4,verb_forms
تَأَاكَلَ,,부식되다,تَأَاكَلَ المِعْدَنُ بِفِعْلِ الرُّطُوبَةِ.,금속이 습기로 인해 부식되었다.,,أ-ك-ل,6,تَفَاعَلَ,4,verb_forms
تَأَخَّذَ,,취하다,تَأَخَّذَ الْوَلَدُ عِلْمًا كَثِيرًا فِي الْمَدْرَسَةِ.,그 아이는 학교에서 많은 지식을 습득했다.,,أ-خ-ذ,5,تَفَعَّلَ,4,verb_forms
تَأَكَّلَ,,부식되다,تَأَكَّلَ السَّطْحُ بِسَبَبِ الرُّطُوبَةِ.,표면이 습기 때문에 부식되었다.,,أ-ك-ل,5,تَفَعَّلَ,4,verb_forms
